 -1.00000000   0.00000000
 -0.99799800   0.00000000
 -0.99599600   0.00000000
 -0.99399399   0.00000000
 -0.99199199   0.00000000
 -0.98998999   0.00000000
 -0.98798799   0.00000000
 -0.98598599   0.00000000
 -0.98398398   0.00000000
 -0.98198198   0.00000000
 -0.97997998   0.00000000
 -0.97797798   0.00000000
 -0.97597598   0.00000000
 -0.97397397   0.00000000
 -0.97197197   0.00000000
 -0.96996997   0.00000000
 -0.96796797   0.00000000
 -0.96596597   0.00000000
 -0.96396396   0.00000000
 -0.96196196   0.00000000
 -0.95995996   0.00000000
 -0.95795796   0.00000000
 -0.95595596   0.00000000
 -0.95395395   0.00000000
 -0.95195195   0.00000000
 -0.94994995   0.00000000
 -0.94794795   0.00000000
 -0.94594595   0.00000000
 -0.94394394   0.00000000
 -0.94194194   0.00000000
 -0.93993994   0.00000000
 -0.93793794   0.00000000
 -0.93593594   0.00000000
 -0.93393393   0.00000000
 -0.93193193   0.00000000
 -0.92992993   0.00000000
 -0.92792793   0.00000000
 -0.92592593   0.00000000
 -0.92392392   0.00000000
 -0.92192192   0.00000000
 -0.91991992   0.00000000
 -0.91791792   0.00000000
 -0.91591592   0.00000000
 -0.91391391   0.00000000
 -0.91191191   0.00000000
 -0.90990991   0.00000000
 -0.90790791   0.00000000
 -0.90590591   0.00000000
 -0.90390390   0.00000000
 -0.90190190   0.00000000
 -0.89989990   0.00000000
 -0.89789790   0.00000000
 -0.89589590   0.00000000
 -0.89389389   0.00000000
 -0.89189189   0.00000000
 -0.88988989   0.00000000
 -0.88788789   0.00000000
 -0.88588589   0.00000000
 -0.88388388   0.00000000
 -0.88188188   0.00000000
 -0.87987988   0.00000000
 -0.87787788   0.00000000
 -0.87587588   0.00000000
 -0.87387387   0.00000000
 -0.87187187   0.00000000
 -0.86986987   0.00000000
 -0.86786787   0.00000000
 -0.86586587   0.00000000
 -0.86386386   0.00000000
 -0.86186186   0.00000000
 -0.85985986   0.00000000
 -0.85785786   0.00000000
 -0.85585586   0.00000000
 -0.85385385   0.00000000
 -0.85185185   0.00000000
 -0.84984985   0.00000000
 -0.84784785   0.00000000
 -0.84584585   0.00000000
 -0.84384384   0.00000000
 -0.84184184   0.00000000
 -0.83983984   0.00000000
 -0.83783784   0.00000000
 -0.83583584   0.00000000
 -0.83383383   0.00000000
 -0.83183183   0.00000000
 -0.82982983   0.00000000
 -0.82782783   0.00000000
 -0.82582583   0.00000000
 -0.82382382   0.00000000
 -0.82182182   0.00000000
 -0.81981982   0.00000000
 -0.81781782   0.00000000
 -0.81581582   0.00000000
 -0.81381381   0.00000000
 -0.81181181   0.00000000
 -0.80980981   0.00000000
 -0.80780781   0.00000000
 -0.80580581   0.00000000
 -0.80380380   0.00000000
 -0.80180180   0.00000000
 -0.79979980   0.00051056
 -0.79779780   0.00068974
 -0.79579580   0.00092615
 -0.79379379   0.00123602
 -0.79179179   0.00163955
 -0.78978979   0.00216160
 -0.78778779   0.00283257
 -0.78578579   0.00368924
 -0.78378378   0.00477580
 -0.78178178   0.00614480
 -0.77977978   0.00785819
 -0.77777778   0.00998827
 -0.77577578   0.01261858
 -0.77377377   0.01584468
 -0.77177177   0.01977467
 -0.76976977   0.02452945
 -0.76776777   0.03024260
 -0.76576577   0.03705982
 -0.76376376   0.04513778
 -0.76176176   0.05464242
 -0.75975976   0.06574647
 -0.75775776   0.07862629
 -0.75575576   0.09345787
 -0.75375375   0.11041213
 -0.75175175   0.12964939
 -0.74974975   0.15131326
 -0.74774775   0.17552392
 -0.74574575   0.20237108
 -0.74374374   0.23190674
 -0.74174174   0.26413814
 -0.73973974   0.29902097
 -0.73773774   0.33645346
 -0.73573574   0.37627135
 -0.73373373   0.41824438
 -0.73173173   0.46207436
 -0.72972973   0.50739530
 -0.72772773   0.55377559
 -0.72572573   0.60072261
 -0.72372372   0.64768963
 -0.72172172   0.69408509
 -0.71971972   0.73928396
 -0.71771772   0.78264110
 -0.71571572   0.82350609
 -0.71371371   0.86123917
 -0.71171171   0.89522774
 -0.70970971   0.92490277
 -0.70770771   0.94975465
 -0.70570571   0.96934767
 -0.70370370   0.98333275
 -0.70170170   0.99145780
 -0.69969970   0.99357523
 -0.69769770   0.98964645
 -0.69569570   0.97974302
 -0.69369369   0.96404451
 -0.69169169   0.94283301
 -0.68968969   0.91648481
 -0.68768769   0.88545921
 -0.68568569   0.85028524
 -0.68368368   0.81154671
 -0.68168168   0.76986610
 -0.67967968   0.72588809
 -0.67767768   0.68026314
 -0.67567568   0.63363187
 -0.67367367   0.58661057
 -0.67167167   0.53977846
 -0.66966967   0.49366692
 -0.66766767   0.44875087
 -0.66566567   0.40544260
 -0.66366366   0.36408791
 -0.66166166   0.32496452
 -0.65965966   0.28828261
 -0.65765766   0.25418724
 -0.65565566   0.22276238
 -0.65365365   0.19403620
 -0.65165165   0.16798731
 -0.64964965   0.14455163
 -0.64764765   0.12362956
 -0.64564565   0.10509316
 -0.64364364   0.08879313
 -0.64164164   0.07456536
 -0.63963964   0.06223686
 -0.63763764   0.05163105
 -0.63563564   0.04257230
 -0.63363363   0.03488960
 -0.63163163   0.02841958
 -0.62962963   0.02300871
 -0.62762763   0.01851482
 -0.62562563   0.01480811
 -0.62362362   0.01177151
 -0.62162162   0.00930075
 -0.61961962   0.00730392
 -0.61761762   0.00570095
 -0.61561562   0.00442274
 -0.61361361   0.00341026
 -0.61161161   0.00261359
 -0.60960961   0.00199085
 -0.60760761   0.00150728
 -0.60560561   0.00113423
 -0.60360360   0.00084832
 -0.60160160   0.00063063
 -0.59959960   0.00000000
 -0.59759760   0.00000000
 -0.59559560   0.00000000
 -0.59359359   0.00000000
 -0.59159159   0.00000000
 -0.58958959   0.00000000
 -0.58758759   0.00000000
 -0.58558559   0.00000000
 -0.58358358   0.00000000
 -0.58158158   0.00000000
 -0.57957958   0.00000000
 -0.57757758   0.00000000
 -0.57557558   0.00000000
 -0.57357357   0.00000000
 -0.57157157   0.00000000
 -0.56956957   0.00000000
 -0.56756757   0.00000000
 -0.56556557   0.00000000
 -0.56356356   0.00000000
 -0.56156156   0.00000000
 -0.55955956   0.00000000
 -0.55755756   0.00000000
 -0.55555556   0.00000000
 -0.55355355   0.00000000
 -0.55155155   0.00000000
 -0.54954955   0.00000000
 -0.54754755   0.00000000
 -0.54554555   0.00000000
